ticket_id,user_id,created_at,category
T8368,8368,2024-02-01,billing
T8369,8369,2024-03-20,product
T8379,8379,2024-01-28,billing
T8380,8380,2024-02-18,technical
T8393,8393,2024-02-26,technical
T8394,8394,2024-03-17,technical
T8395,8395,2024-02-03,product
T8429,8429,2024-02-13,technical
T8437,8437,2024-02-17,technical
T8444,8444,2024-01-09,product
T8445,8445,2024-02-04,product
T8450,8450,2024-02-18,product
T8465,8465,2024-01-12,technical
T8474,8474,2024-03-17,technical
T8487,8487,2024-01-26,product
T8521,8521,2024-02-06,product
T8576,8576,2024-03-21,billing
T8580,8580,2024-03-26,billing
T8583,8583,2024-02-13,product
T8591,8591,2024-01-17,product
T8602,8602,2024-03-28,billing
T8615,8615,2024-01-29,product
T8628,8628,2024-03-06,technical
T8637,8637,2024-03-10,technical
T8644,8644,2024-02-11,technical
T8656,8656,2024-03-28,product
T8657,8657,2024-02-01,product
T8664,8664,2024-03-29,billing
T8667,8667,2024-02-23,product
T8676,8676,2024-02-12,product
T8688,8688,2024-01-17,billing
T8689,8689,2024-02-20,product
T8692,8692,2024-01-16,billing
T8703,8703,2024-03-05,product
T8706,8706,2024-03-02,product
T8708,8708,2024-01-12,product
T8714,8714,2024-01-06,product
T8715,8715,2024-02-26,technical
T8726,8726,2024-03-13,technical
T8732,8732,2024-02-18,product
T8734,8734,2024-03-01,technical
T8739,8739,2024-01-25,billing
T8749,8749,2024-03-20,technical
T8764,8764,2024-01-18,billing
T8766,8766,2024-02-22,billing
T8786,8786,2024-03-01,billing
T8791,8791,2024-03-26,technical
T8806,8806,2024-03-11,product
T8818,8818,2024-01-28,product
T8821,8821,2024-02-06,technical
T8825,8825,2024-02-06,billing
T8834,8834,2024-02-13,technical
T8843,8843,2024-02-02,product
T8857,8857,2024-01-15,technical
T8862,8862,2024-03-02,technical
T8874,8874,2024-02-02,product
T8918,8918,2024-01-05,product
T8921,8921,2024-02-24,billing
T8942,8942,2024-01-16,billing
T8945,8945,2024-03-12,product
T8947,8947,2024-03-29,billing
T8971,8971,2024-03-02,product
T8976,8976,2024-01-03,technical
T8991,8991,2024-01-21,billing
T9004,9004,2024-02-02,product
T9010,9010,2024-03-30,technical
T9017,9017,2024-01-02,technical
T9028,9028,2024-01-28,product
T9033,9033,2024-01-14,product
T9039,9039,2024-01-14,technical
T9040,9040,2024-01-30,technical
T9067,9067,2024-02-05,product
T9077,9077,2024-03-12,product
T9081,9081,2024-03-07,technical
T9092,9092,2024-01-28,technical
T9093,9093,2024-02-06,product
T9096,9096,2024-02-28,product
T9100,9100,2024-01-04,technical
T9103,9103,2024-03-03,product
T9107,9107,2024-02-04,product
T9158,9158,2024-01-26,product
T9159,9159,2024-01-22,product
T9183,9183,2024-02-14,billing
T9193,9193,2024-03-12,billing
T9196,9196,2024-02-14,technical
T9207,9207,2024-03-05,billing
T9217,9217,2024-03-20,product
T9218,9218,2024-03-20,billing
T9219,9219,2024-03-26,technical
T9255,9255,2024-03-11,technical
T9264,9264,2024-03-23,technical
T9266,9266,2024-03-04,billing
T9287,9287,2024-02-17,billing
T9304,9304,2024-03-10,billing
T9309,9309,2024-02-23,technical
T9311,9311,2024-03-19,product
T9319,9319,2024-03-07,product
T9325,9325,2024-02-17,technical
T9338,9338,2024-01-11,technical
T9346,9346,2024-03-28,technical
T9374,9374,2024-03-11,technical
T9377,9377,2024-01-19,product
T9391,9391,2024-02-25,billing
T9392,9392,2024-02-23,billing
T9408,9408,2024-02-12,product
T9416,9416,2024-01-21,billing
T9432,9432,2024-03-23,product
T9438,9438,2024-01-21,billing
T9448,9448,2024-01-07,product
T9454,9454,2024-02-18,billing
T9461,9461,2024-02-13,technical
T9474,9474,2024-02-03,technical
T9486,9486,2024-02-10,billing
T9494,9494,2024-02-07,product
T9495,9495,2024-03-10,billing
T9506,9506,2024-01-29,billing
T9511,9511,2024-02-20,technical
T9513,9513,2024-03-06,product
T9539,9539,2024-02-07,technical
T9563,9563,2024-02-16,billing
T9577,9577,2024-02-01,technical
T9582,9582,2024-02-12,product
T9583,9583,2024-02-23,billing
T9591,9591,2024-01-16,billing
T9592,9592,2024-02-18,technical
T9594,9594,2024-01-24,product
T9619,9619,2024-01-22,product
T9641,9641,2024-02-01,product
T9665,9665,2024-02-22,product
T9669,9669,2024-01-28,product
T9686,9686,2024-02-19,billing
T9688,9688,2024-02-04,billing
T9713,9713,2024-01-19,product
T9716,9716,2024-01-12,product
T9718,9718,2024-03-08,billing
T9723,9723,2024-01-26,billing
T9750,9750,2024-02-26,product
T9751,9751,2024-02-10,product
T9761,9761,2024-01-09,billing
T9791,9791,2024-03-23,technical
T9805,9805,2024-02-20,technical
T9817,9817,2024-02-11,technical
T9828,9828,2024-03-30,billing
T9873,9873,2024-02-06,billing
T9878,9878,2024-02-10,billing
T9884,9884,2024-03-20,technical
T9886,9886,2024-01-05,product
T9904,9904,2024-02-22,billing
T9911,9911,2024-02-01,billing
T9926,9926,2024-01-14,billing
T9942,9942,2024-03-12,technical
T9947,9947,2024-01-06,product
T9948,9948,2024-03-15,technical
T9960,9960,2024-01-28,technical
T9989,9989,2024-01-16,technical
T10006,10006,2024-02-01,billing
T10007,10007,2024-03-15,technical
T10011,10011,2024-03-23,product
T10016,10016,2024-03-13,product
T10032,10032,2024-03-15,product
T10047,10047,2024-01-29,product
T10069,10069,2024-01-25,technical
T10077,10077,2024-02-04,product
T10098,10098,2024-02-12,product
T10109,10109,2024-03-10,technical
T10147,10147,2024-01-04,technical
T10184,10184,2024-02-23,billing
T10186,10186,2024-03-13,technical
T10188,10188,2024-03-06,technical
T10192,10192,2024-03-22,billing
T10196,10196,2024-02-16,billing
T10198,10198,2024-02-22,technical
T10212,10212,2024-01-22,billing
T10217,10217,2024-03-29,product
T10236,10236,2024-02-27,technical
T10239,10239,2024-02-26,billing
T10242,10242,2024-02-01,billing
T10254,10254,2024-01-31,billing
T10262,10262,2024-01-09,billing
T10287,10287,2024-03-09,technical
T10314,10314,2024-03-28,billing
T10322,10322,2024-03-13,billing
T10327,10327,2024-02-29,billing
T10330,10330,2024-02-08,product
T10340,10340,2024-01-21,product
T10341,10341,2024-01-16,technical
T10353,10353,2024-01-17,technical
T10359,10359,2024-03-26,product
T10380,10380,2024-01-16,product
T10382,10382,2024-03-23,billing
T10407,10407,2024-01-06,billing
T10427,10427,2024-03-28,product
T10431,10431,2024-01-21,technical
T10432,10432,2024-01-13,product
T10439,10439,2024-03-23,technical
T10445,10445,2024-02-03,product
T10459,10459,2024-03-06,billing
T10460,10460,2024-02-18,technical
T10469,10469,2024-03-24,billing
T10472,10472,2024-01-12,product
T10484,10484,2024-01-12,technical
T10491,10491,2024-01-13,technical
T10501,10501,2024-03-12,technical
T10508,10508,2024-03-12,billing
T10510,10510,2024-02-19,product
T10514,10514,2024-01-20,billing
T10539,10539,2024-01-07,technical
T10541,10541,2024-03-23,billing
T10543,10543,2024-02-08,technical
T10555,10555,2024-02-16,billing
T10589,10589,2024-03-01,product
T10599,10599,2024-01-11,billing
T10600,10600,2024-02-11,billing
T10601,10601,2024-01-18,billing
T10602,10602,2024-01-21,billing
T10622,10622,2024-02-13,product
T10637,10637,2024-01-13,technical
T10642,10642,2024-01-28,technical
T10644,10644,2024-02-04,technical
T10651,10651,2024-03-29,product
T10674,10674,2024-03-12,product
T10675,10675,2024-01-22,billing
T10677,10677,2024-02-01,product
T10678,10678,2024-01-24,technical
T10684,10684,2024-01-06,product
T10701,10701,2024-01-11,technical
T10708,10708,2024-03-30,product
T10717,10717,2024-01-16,product
T10729,10729,2024-02-10,technical
T10736,10736,2024-02-27,technical
T10737,10737,2024-02-12,product
T10741,10741,2024-03-13,product
T10744,10744,2024-01-25,billing
T10797,10797,2024-02-29,technical
T10799,10799,2024-02-27,billing
T10807,10807,2024-01-25,product
T10821,10821,2024-03-27,technical
T10832,10832,2024-01-12,product
T10833,10833,2024-01-30,technical
T10836,10836,2024-02-18,product
T10846,10846,2024-01-23,billing
T10858,10858,2024-03-22,billing
T10864,10864,2024-02-03,billing
T10870,10870,2024-01-28,technical
T10890,10890,2024-01-29,technical
T10895,10895,2024-01-23,technical
T10899,10899,2024-02-06,billing
T10915,10915,2024-03-21,technical
T10918,10918,2024-02-15,product
T10932,10932,2024-01-05,technical
T10936,10936,2024-02-02,billing
T10939,10939,2024-03-13,billing
T10972,10972,2024-02-09,product
T10988,10988,2024-01-08,technical
T11001,11001,2024-02-02,technical
T11010,11010,2024-03-13,product
T11014,11014,2024-02-18,product
T11022,11022,2024-02-11,billing
T11029,11029,2024-01-12,technical
T11031,11031,2024-03-16,product
T11035,11035,2024-03-05,technical
T11038,11038,2024-02-14,product
T11041,11041,2024-01-22,billing
T11045,11045,2024-03-22,product
T11052,11052,2024-03-23,product
T11054,11054,2024-01-13,product
T11062,11062,2024-03-27,product
T11068,11068,2024-02-18,product
T11077,11077,2024-02-22,technical
T11089,11089,2024-02-16,billing
T11091,11091,2024-01-16,billing
T11124,11124,2024-02-18,product
T11131,11131,2024-03-29,product
T11145,11145,2024-02-06,technical
T11171,11171,2024-01-18,product
T11180,11180,2024-01-09,product
T11189,11189,2024-03-03,technical
T11205,11205,2024-03-23,product
T11207,11207,2024-01-28,technical
T11215,11215,2024-01-21,billing
T11244,11244,2024-01-10,product
T11246,11246,2024-02-01,billing
T11253,11253,2024-02-23,product
T11262,11262,2024-03-06,product
T11263,11263,2024-01-20,product
T11269,11269,2024-01-31,billing
T11290,11290,2024-02-09,product
T11296,11296,2024-02-27,technical
T11299,11299,2024-03-28,billing
T11319,11319,2024-03-11,technical
T11320,11320,2024-02-25,technical
T11329,11329,2024-02-11,product
T11332,11332,2024-02-11,product
T11333,11333,2024-01-30,billing
T11345,11345,2024-02-19,billing
T11346,11346,2024-03-21,technical
T11348,11348,2024-01-07,product
T11365,11365,2024-03-14,technical
T11370,11370,2024-03-14,product
T11375,11375,2024-03-14,technical
T11377,11377,2024-02-09,product
T11382,11382,2024-01-07,billing
T11388,11388,2024-03-04,billing
T11393,11393,2024-02-22,product
T11401,11401,2024-01-22,technical
T11414,11414,2024-02-01,billing
T11417,11417,2024-03-23,product
T11431,11431,2024-03-23,product
T11440,11440,2024-01-26,technical
T11442,11442,2024-02-14,product
T11445,11445,2024-02-22,billing
T11464,11464,2024-02-04,billing
T11481,11481,2024-03-24,technical
T11499,11499,2024-03-22,technical
T11501,11501,2024-02-07,billing
T11502,11502,2024-02-02,technical
T11506,11506,2024-01-14,billing
T11529,11529,2024-02-28,product
T11536,11536,2024-03-12,technical
T11548,11548,2024-01-12,billing
T11557,11557,2024-02-27,technical
T11558,11558,2024-01-13,product
T11559,11559,2024-01-17,billing
T11565,11565,2024-01-09,billing
T11571,11571,2024-03-02,billing
T11576,11576,2024-03-13,product
T11578,11578,2024-01-06,billing
T11580,11580,2024-01-10,technical
T11604,11604,2024-01-05,billing
T11612,11612,2024-01-13,product
T11614,11614,2024-02-18,technical
T11627,11627,2024-02-17,product
T11631,11631,2024-01-13,technical
T11649,11649,2024-03-12,technical
T11657,11657,2024-03-11,product
T11659,11659,2024-01-07,product
T11660,11660,2024-02-19,product
T11662,11662,2024-02-21,product
T11669,11669,2024-01-04,billing
T11674,11674,2024-02-28,product
T11678,11678,2024-01-24,technical
T11683,11683,2024-02-20,billing
T11688,11688,2024-01-29,product
T11722,11722,2024-01-27,billing
T11750,11750,2024-03-25,technical
T11785,11785,2024-02-25,technical
T11798,11798,2024-01-26,technical
T11799,11799,2024-01-10,billing
T11801,11801,2024-01-09,billing
T11815,11815,2024-02-22,product
T11817,11817,2024-01-09,product
T11826,11826,2024-02-15,product
T11827,11827,2024-01-24,technical
T11829,11829,2024-02-21,product
T11844,11844,2024-02-15,billing
T11849,11849,2024-03-09,product
T11850,11850,2024-03-11,technical
T11855,11855,2024-02-11,product
T11866,11866,2024-01-12,technical
T11920,11920,2024-01-07,technical
T11926,11926,2024-03-20,technical
T11930,11930,2024-01-11,product
T11932,11932,2024-01-08,billing
T11947,11947,2024-01-15,product
T11956,11956,2024-03-11,technical
T11966,11966,2024-02-04,product
T11982,11982,2024-01-25,product
T11985,11985,2024-03-09,product
T11998,11998,2024-02-25,technical
T12002,12002,2024-01-07,technical
T12008,12008,2024-01-08,product
T12011,12011,2024-03-30,product
T12016,12016,2024-03-10,product
T12023,12023,2024-02-06,billing
T12026,12026,2024-03-22,technical
T12030,12030,2024-03-14,billing
T12031,12031,2024-03-18,technical
T12049,12049,2024-02-05,product
T12059,12059,2024-01-19,billing
T12060,12060,2024-03-12,product
T12086,12086,2024-03-24,billing
T12088,12088,2024-03-03,product
T12104,12104,2024-03-01,technical
T12111,12111,2024-01-18,product
T12116,12116,2024-02-14,technical
T12119,12119,2024-02-06,product
T12132,12132,2024-02-16,product
T12135,12135,2024-03-27,technical
T12146,12146,2024-01-28,technical
T12147,12147,2024-02-09,billing
T12148,12148,2024-02-22,product
T12168,12168,2024-03-11,billing
T12183,12183,2024-02-15,billing
T12185,12185,2024-01-25,technical
T12199,12199,2024-03-01,technical
T12200,12200,2024-03-24,product
T12231,12231,2024-01-20,billing
T12240,12240,2024-03-05,product
T12243,12243,2024-03-27,billing
T12250,12250,2024-03-27,technical
T12266,12266,2024-01-28,product
T12298,12298,2024-01-15,billing
T12308,12308,2024-02-09,technical
T12313,12313,2024-03-28,billing
T12317,12317,2024-01-31,product
T12334,12334,2024-02-27,technical
T12337,12337,2024-02-01,billing
T12342,12342,2024-03-25,billing
T12348,12348,2024-02-25,product
T12354,12354,2024-03-25,product
T12362,12362,2024-02-07,product
T12369,12369,2024-02-15,technical
T12372,12372,2024-02-07,technical
T12381,12381,2024-01-31,product
T12393,12393,2024-03-04,technical
T12395,12395,2024-03-17,billing
T12403,12403,2024-02-22,product
T12404,12404,2024-02-26,technical
T12406,12406,2024-01-06,technical
T12437,12437,2024-03-19,product
T12441,12441,2024-02-08,product
T12471,12471,2024-02-23,technical
T12483,12483,2024-01-16,technical
T12495,12495,2024-03-10,product
T12496,12496,2024-02-19,technical
T12510,12510,2024-03-15,billing
T12511,12511,2024-03-11,technical
T12519,12519,2024-01-14,billing
T12532,12532,2024-03-09,billing
T12553,12553,2024-01-13,technical
T12554,12554,2024-01-11,technical
T12565,12565,2024-03-13,product
T12611,12611,2024-02-19,billing
T12614,12614,2024-03-26,technical
T12626,12626,2024-02-08,billing
T12629,12629,2024-03-26,product
T12647,12647,2024-02-10,billing
T12650,12650,2024-03-09,technical
T12672,12672,2024-03-14,technical
T12682,12682,2024-03-06,billing
T12711,12711,2024-02-03,product
T12721,12721,2024-02-04,billing
T12726,12726,2024-02-02,technical
T12734,12734,2024-02-09,product
T12736,12736,2024-02-21,billing
T12745,12745,2024-03-01,billing
T12763,12763,2024-03-15,product
T12765,12765,2024-01-18,billing
T12768,12768,2024-01-05,product
T12787,12787,2024-01-15,product
T12798,12798,2024-02-19,product
T12799,12799,2024-03-08,product
T12808,12808,2024-03-09,billing
T12825,12825,2024-01-15,billing
T12844,12844,2024-02-20,technical
T12862,12862,2024-02-17,product
T12863,12863,2024-02-18,technical
T12870,12870,2024-01-07,technical
T12889,12889,2024-02-09,billing
T12893,12893,2024-03-17,billing
T12899,12899,2024-03-07,billing
T12902,12902,2024-01-14,billing
T12906,12906,2024-02-16,technical
T12916,12916,2024-03-12,product
T12926,12926,2024-03-24,technical
T12939,12939,2024-03-10,technical
T12940,12940,2024-01-12,billing
T12954,12954,2024-02-24,product
T12960,12960,2024-02-21,technical
T12998,12998,2024-02-27,billing
T13003,13003,2024-01-26,billing
T13009,13009,2024-03-17,product
T13018,13018,2024-02-16,technical
T13024,13024,2024-01-19,product
T13042,13042,2024-02-23,product
T13050,13050,2024-02-29,product
T13055,13055,2024-02-12,technical
T13058,13058,2024-01-18,billing
T13067,13067,2024-03-07,product
T13081,13081,2024-02-01,product
T13092,13092,2024-02-15,technical
T13101,13101,2024-01-09,technical
T13108,13108,2024-02-12,billing
T13133,13133,2024-02-25,billing
T13134,13134,2024-02-04,product
T13137,13137,2024-02-14,product
T13148,13148,2024-02-10,technical
T13167,13167,2024-02-11,product
T13171,13171,2024-03-06,technical
T13189,13189,2024-03-20,product
T13198,13198,2024-02-22,technical
T13203,13203,2024-02-29,product
T13216,13216,2024-03-17,product
T13220,13220,2024-03-08,product
T13241,13241,2024-03-19,billing
T13245,13245,2024-03-01,product
T13256,13256,2024-01-24,product
T13265,13265,2024-03-25,billing
T13274,13274,2024-03-24,billing
T13290,13290,2024-03-02,product
T13292,13292,2024-02-27,technical
T13293,13293,2024-02-29,product
T13302,13302,2024-02-09,technical
T13304,13304,2024-02-08,product
T13310,13310,2024-02-17,technical
T13313,13313,2024-02-19,product
T13318,13318,2024-01-23,billing
T13343,13343,2024-03-08,technical
T13353,13353,2024-02-10,product
T13362,13362,2024-02-05,product
T13363,13363,2024-03-09,billing
T13379,13379,2024-02-13,technical
T13384,13384,2024-02-02,technical
T13400,13400,2024-01-11,technical
T13403,13403,2024-02-21,billing
T13422,13422,2024-02-27,technical
T13423,13423,2024-01-22,technical
T13427,13427,2024-01-05,product
T13432,13432,2024-01-24,product
T13433,13433,2024-01-16,billing
T13439,13439,2024-03-07,technical
T13455,13455,2024-03-13,product
T13458,13458,2024-01-04,billing
T13460,13460,2024-01-15,technical
T13467,13467,2024-01-23,billing
T13469,13469,2024-03-21,technical
T13483,13483,2024-03-27,product
T13491,13491,2024-02-11,technical
T13492,13492,2024-03-16,technical
T13497,13497,2024-01-03,technical
T13504,13504,2024-03-07,technical
T13509,13509,2024-02-18,billing
T13519,13519,2024-03-04,technical
T13529,13529,2024-03-21,billing
T13531,13531,2024-01-02,technical
T13535,13535,2024-01-16,technical
T13540,13540,2024-01-20,billing
T13549,13549,2024-01-08,product
T13553,13553,2024-01-21,product
T13584,13584,2024-02-23,billing
T13598,13598,2024-02-23,technical
T13612,13612,2024-01-08,product
T13617,13617,2024-01-02,technical
T13623,13623,2024-02-20,billing
T13627,13627,2024-02-06,billing
T13633,13633,2024-01-09,product
T13642,13642,2024-03-18,product
T13651,13651,2024-01-15,technical
T13659,13659,2024-02-13,product
T13690,13690,2024-02-22,billing
T13698,13698,2024-01-04,billing
T13718,13718,2024-03-27,billing
T13727,13727,2024-01-05,technical
T13728,13728,2024-01-15,product
T13736,13736,2024-02-29,technical
T13752,13752,2024-02-29,technical
T13753,13753,2024-01-24,product
T13761,13761,2024-01-11,billing
T13769,13769,2024-02-20,product
T13770,13770,2024-01-16,product
T13776,13776,2024-03-03,product
T13779,13779,2024-02-26,technical
T13785,13785,2024-01-26,product
T13789,13789,2024-01-27,billing
T13805,13805,2024-01-29,product
T13811,13811,2024-03-14,billing
T13817,13817,2024-01-27,billing
T13828,13828,2024-03-06,billing
T13834,13834,2024-03-03,technical
T13835,13835,2024-03-19,technical
T13845,13845,2024-01-24,technical
T13855,13855,2024-01-09,product
T13856,13856,2024-02-15,technical
T13867,13867,2024-01-03,product
T13871,13871,2024-02-22,billing
T13887,13887,2024-01-15,product
T13888,13888,2024-01-28,billing
T13912,13912,2024-02-26,product
T13918,13918,2024-03-24,technical
T13924,13924,2024-01-29,billing
T13925,13925,2024-01-06,product
T13928,13928,2024-02-01,product
T13935,13935,2024-01-14,technical
T13941,13941,2024-03-10,technical
T13948,13948,2024-02-27,technical
T13953,13953,2024-01-08,product
T13968,13968,2024-03-21,technical
T13971,13971,2024-01-02,product
T13980,13980,2024-01-03,technical
T13991,13991,2024-01-03,product
T13992,13992,2024-02-21,billing
T13994,13994,2024-03-28,technical
T14004,14004,2024-02-14,billing
T14016,14016,2024-02-08,product
T14030,14030,2024-01-03,billing
T14039,14039,2024-01-05,technical
T14076,14076,2024-02-12,technical
T14089,14089,2024-03-14,product
T14114,14114,2024-01-29,technical
T14136,14136,2024-01-07,billing
T14140,14140,2024-01-03,technical
T14155,14155,2024-02-19,billing
T14174,14174,2024-03-14,technical
T14176,14176,2024-01-30,product
T14178,14178,2024-03-26,technical
T14187,14187,2024-01-02,product
T14196,14196,2024-02-01,technical
T14205,14205,2024-03-17,product
T14213,14213,2024-03-03,billing
T14221,14221,2024-02-09,billing
T14225,14225,2024-03-17,billing
T14245,14245,2024-03-25,billing
T14246,14246,2024-02-14,product
T14259,14259,2024-03-26,product
T14270,14270,2024-01-11,billing
T14274,14274,2024-03-19,billing
T14279,14279,2024-03-27,billing
T14283,14283,2024-03-06,technical
T14300,14300,2024-01-26,billing
T14308,14308,2024-02-07,product
T14310,14310,2024-01-29,product
T14325,14325,2024-02-28,product
T14326,14326,2024-02-16,technical
T14329,14329,2024-03-24,technical
T14342,14342,2024-03-04,technical
T14344,14344,2024-01-15,technical
T14347,14347,2024-03-23,product
T14351,14351,2024-02-12,technical
T14392,14392,2024-01-12,technical
T14414,14414,2024-03-08,technical
T14420,14420,2024-02-03,billing
T14424,14424,2024-01-11,product
T14432,14432,2024-03-11,technical
T14434,14434,2024-03-15,billing
T14436,14436,2024-03-25,product
T14439,14439,2024-03-10,technical
T14446,14446,2024-01-16,product
T14451,14451,2024-01-24,product
T14455,14455,2024-02-01,billing
T14467,14467,2024-02-17,technical
T14469,14469,2024-01-17,product
T14473,14473,2024-02-06,billing
T14493,14493,2024-03-10,product
T14495,14495,2024-02-13,product
T14505,14505,2024-01-03,billing
T14507,14507,2024-03-04,product
T14515,14515,2024-03-26,billing
T14516,14516,2024-01-03,technical
T14521,14521,2024-02-26,product
T14530,14530,2024-01-02,technical
T14539,14539,2024-03-24,technical
T14553,14553,2024-02-07,product
T14557,14557,2024-01-22,billing
T14577,14577,2024-03-29,product
T14581,14581,2024-03-26,product
T14590,14590,2024-03-26,billing
T14597,14597,2024-02-04,billing
T14607,14607,2024-03-08,product
T14613,14613,2024-01-05,billing
T14614,14614,2024-01-20,technical
T14645,14645,2024-02-02,billing
T14646,14646,2024-02-19,technical
T14651,14651,2024-02-17,technical
T14662,14662,2024-02-03,technical
T14676,14676,2024-02-17,billing
T14682,14682,2024-01-04,billing
T14687,14687,2024-01-26,product
T14691,14691,2024-01-25,billing
T14702,14702,2024-03-02,billing
T14704,14704,2024-03-23,technical
T14719,14719,2024-03-02,billing
T14722,14722,2024-03-18,billing
T14730,14730,2024-03-01,technical
T14748,14748,2024-01-17,billing
T14749,14749,2024-03-28,technical
T14757,14757,2024-02-24,billing
T14787,14787,2024-02-13,billing
T14802,14802,2024-03-15,product
T14804,14804,2024-01-16,billing
T14814,14814,2024-03-11,technical
T14862,14862,2024-03-28,billing
T14873,14873,2024-03-05,product
T14881,14881,2024-02-29,billing
T14884,14884,2024-03-03,billing
T14899,14899,2024-03-07,technical
T14904,14904,2024-02-09,product
T14922,14922,2024-01-23,billing
T14934,14934,2024-02-22,billing
T14936,14936,2024-01-27,technical
T14951,14951,2024-02-05,billing
T14956,14956,2024-02-09,billing
T14982,14982,2024-02-08,billing
T14993,14993,2024-03-02,product
T15010,15010,2024-03-13,billing
T15065,15065,2024-01-07,technical
T15071,15071,2024-03-20,product
T15076,15076,2024-03-27,billing
T15085,15085,2024-01-02,billing
T15109,15109,2024-02-07,product
T15116,15116,2024-03-04,billing
T15132,15132,2024-02-29,billing
T15133,15133,2024-03-25,technical
T15136,15136,2024-01-20,product
T15141,15141,2024-02-17,technical
T15155,15155,2024-02-12,billing
T15160,15160,2024-02-27,technical
T15161,15161,2024-03-24,billing
T15163,15163,2024-03-07,product
T15172,15172,2024-03-12,product
T15200,15200,2024-01-30,product
T15209,15209,2024-01-09,technical
T15223,15223,2024-03-30,technical
T15224,15224,2024-03-11,billing
T15226,15226,2024-01-25,product
T15231,15231,2024-02-16,technical
T15232,15232,2024-03-03,billing
T15236,15236,2024-02-16,technical
T15241,15241,2024-02-25,billing
T15246,15246,2024-01-25,technical
T15250,15250,2024-01-10,technical
T15257,15257,2024-01-18,technical
T15261,15261,2024-01-15,product
T15280,15280,2024-01-13,product
T15283,15283,2024-03-18,technical
T15287,15287,2024-02-07,billing
T15295,15295,2024-01-04,billing
T15296,15296,2024-03-06,product
T15300,15300,2024-01-29,product
T15301,15301,2024-01-20,product
T15321,15321,2024-03-28,technical
T15333,15333,2024-01-31,billing
T15337,15337,2024-02-22,product
T15338,15338,2024-02-22,technical
T15340,15340,2024-03-26,product
T15344,15344,2024-02-22,billing
T15361,15361,2024-03-26,billing
T15363,15363,2024-01-24,product
T15370,15370,2024-01-19,technical
T15394,15394,2024-01-20,billing
T15412,15412,2024-02-28,billing
T15417,15417,2024-02-15,billing
T15433,15433,2024-01-31,product
T15444,15444,2024-02-27,technical
T15446,15446,2024-01-02,technical
T15456,15456,2024-02-26,technical
T15459,15459,2024-02-20,technical
T15461,15461,2024-01-26,technical
T15469,15469,2024-01-11,product
T15489,15489,2024-01-24,product
T15493,15493,2024-03-28,technical
T15507,15507,2024-01-29,technical
T15516,15516,2024-01-26,product
T15520,15520,2024-03-24,product
T15521,15521,2024-03-01,technical
T15537,15537,2024-03-24,technical
T15541,15541,2024-03-14,product
T15550,15550,2024-03-05,billing
T15562,15562,2024-02-22,technical
T15564,15564,2024-03-24,billing
T15581,15581,2024-02-09,technical
T15588,15588,2024-02-29,technical
T15594,15594,2024-03-05,technical
T15597,15597,2024-01-11,technical
T15600,15600,2024-03-02,billing
T15602,15602,2024-03-02,product
T15605,15605,2024-01-07,product
T15614,15614,2024-02-05,billing
T15616,15616,2024-03-10,product
T15632,15632,2024-01-06,product
T15640,15640,2024-03-05,product
T15642,15642,2024-03-18,product
T15658,15658,2024-02-25,product
T15666,15666,2024-01-03,technical
T15667,15667,2024-01-03,billing
T15677,15677,2024-02-02,product
T15698,15698,2024-03-16,product
T15706,15706,2024-02-13,product
T15707,15707,2024-02-22,technical
T15716,15716,2024-01-21,product
T15736,15736,2024-01-22,product
T15743,15743,2024-01-21,billing
T15756,15756,2024-02-21,technical
T15757,15757,2024-02-24,product
T15766,15766,2024-01-23,billing
T15773,15773,2024-01-02,billing
T15789,15789,2024-02-01,billing
T15808,15808,2024-01-03,billing
T15840,15840,2024-03-10,product
T15847,15847,2024-03-27,billing
T15879,15879,2024-03-24,technical
T15895,15895,2024-02-18,technical
T15902,15902,2024-01-10,product
T15903,15903,2024-01-08,billing
T15920,15920,2024-02-28,technical
T15943,15943,2024-03-05,billing
T15952,15952,2024-01-06,technical
T15953,15953,2024-01-28,technical
T15957,15957,2024-02-16,technical
T15976,15976,2024-03-05,product
T15992,15992,2024-03-06,technical
T15995,15995,2024-01-18,billing
T15999,15999,2024-03-25,product
T16002,16002,2024-02-23,product
T16003,16003,2024-01-23,technical
T16007,16007,2024-01-06,product
T16028,16028,2024-01-22,technical
T16031,16031,2024-02-23,billing
T16052,16052,2024-02-25,product
T16076,16076,2024-03-27,technical
T16088,16088,2024-01-11,product
T16108,16108,2024-03-21,product
T16113,16113,2024-01-17,billing
T16114,16114,2024-03-04,technical
T16122,16122,2024-01-18,technical
T16125,16125,2024-03-23,billing
T16128,16128,2024-03-17,billing
T16153,16153,2024-03-14,technical
T16154,16154,2024-01-20,product
T16160,16160,2024-01-15,billing
T16171,16171,2024-02-04,billing
T16172,16172,2024-03-20,product
T16174,16174,2024-02-02,technical
T16182,16182,2024-02-05,product
T16193,16193,2024-02-14,billing
T16200,16200,2024-02-10,product
T16217,16217,2024-02-27,technical
T16224,16224,2024-02-06,billing
T16230,16230,2024-01-10,product
T16239,16239,2024-03-11,technical
T16269,16269,2024-03-07,technical
T16270,16270,2024-02-10,technical
T16271,16271,2024-01-27,technical
T16272,16272,2024-03-17,technical
T16296,16296,2024-02-10,technical
T16309,16309,2024-02-14,billing
T16314,16314,2024-03-27,technical
T16331,16331,2024-03-16,technical
T16334,16334,2024-01-03,technical
T16354,16354,2024-01-29,product
T16356,16356,2024-02-09,billing
