order_id,user_id,order_date,revenue,plan_type,is_refund
O10509,10509,2024-01-15,89.1,Pro,0
O10511,10511,2024-01-22,44.1,Basic,0
O10519,10519,2024-01-25,89.1,Pro,0
O10525,10525,2024-01-11,99.0,Pro,0
O10529,10529,2024-01-09,49.0,Basic,0
O10531,10531,2024-01-23,44.1,Basic,0
O10532,10532,2024-01-10,49.0,Basic,0
O10545,10545,2024-01-19,89.1,Pro,1
O10548,10548,2024-01-12,89.1,Pro,1
O10554,10554,2024-01-12,44.1,Basic,0
O10563,10563,2024-01-18,89.1,Pro,0
O10564,10564,2024-01-13,99.0,Pro,1
O10567,10567,2024-01-05,269.1,Enterprise,0
O10572,10572,2024-01-17,44.1,Basic,0
O10590,10590,2024-01-08,44.1,Basic,0
O10598,10598,2024-01-17,99.0,Pro,0
O10602,10602,2024-01-24,44.1,Basic,0
O10620,10620,2024-01-17,89.1,Pro,0
O10627,10627,2024-01-12,49.0,Basic,0
O10639,10639,2024-01-02,99.0,Pro,0
O10640,10640,2024-01-16,99.0,Pro,0
O10650,10650,2024-01-21,89.1,Pro,0
O10656,10656,2024-01-21,269.1,Enterprise,0
O10661,10661,2024-01-13,89.1,Pro,0
O10662,10662,2024-01-16,269.1,Enterprise,0
O10664,10664,2024-01-10,269.1,Enterprise,0
O10666,10666,2024-01-18,89.1,Pro,0
O10673,10673,2024-01-18,89.1,Pro,0
O10675,10675,2024-01-22,99.0,Pro,0
O10677,10677,2024-01-20,269.1,Enterprise,0
O10678,10678,2024-01-09,49.0,Basic,0
O10686,10686,2024-01-25,49.0,Basic,0
O10693,10693,2024-01-05,269.1,Enterprise,0
O10703,10703,2024-01-08,299.0,Enterprise,0
O10724,10724,2024-01-21,49.0,Basic,0
O10731,10731,2024-01-19,89.1,Pro,0
O10749,10749,2024-01-21,49.0,Basic,0
O10765,10765,2024-01-19,89.1,Pro,0
O10768,10768,2024-01-18,49.0,Basic,0
O10769,10769,2024-01-10,44.1,Basic,0
O10784,10784,2024-01-11,89.1,Pro,0
O10795,10795,2024-01-06,89.1,Pro,0
O10796,10796,2024-01-09,44.1,Basic,0
O10812,10812,2024-01-19,44.1,Basic,0
O10813,10813,2024-01-25,44.1,Basic,0
O10815,10815,2024-01-18,99.0,Pro,0
O10825,10825,2024-01-20,269.1,Enterprise,0
O10826,10826,2024-01-10,49.0,Basic,0
O10830,10830,2024-01-07,44.1,Basic,0
O10831,10831,2024-01-09,89.1,Pro,0
O10832,10832,2024-01-11,299.0,Enterprise,0
O10835,10835,2024-01-22,99.0,Pro,0
O10838,10838,2024-01-12,44.1,Basic,0
O10851,10851,2024-01-10,299.0,Enterprise,0
O10857,10857,2024-01-07,99.0,Pro,0
O10858,10858,2024-01-14,299.0,Enterprise,0
O10870,10870,2024-01-18,269.1,Enterprise,0
O10871,10871,2024-01-14,99.0,Pro,0
O10873,10873,2024-01-08,89.1,Pro,0
O10883,10883,2024-01-16,44.1,Basic,0
O10885,10885,2024-01-05,99.0,Pro,0
O10903,10903,2024-01-15,269.1,Enterprise,0
O10904,10904,2024-01-06,44.1,Basic,0
O10905,10905,2024-01-17,49.0,Basic,0
O10911,10911,2024-01-11,89.1,Pro,0
O10913,10913,2024-01-16,44.1,Basic,0
O10915,10915,2024-01-05,49.0,Basic,0
O10916,10916,2024-01-18,49.0,Basic,0
O10929,10929,2024-01-19,89.1,Pro,0
O10938,10938,2024-01-18,99.0,Pro,0
O10940,10940,2024-01-14,269.1,Enterprise,0
O10948,10948,2024-01-14,299.0,Enterprise,0
O10949,10949,2024-01-08,299.0,Enterprise,0
O10950,10950,2024-01-23,269.1,Enterprise,0
O10956,10956,2024-01-09,99.0,Pro,0
O10962,10962,2024-01-14,269.1,Enterprise,0
O10965,10965,2024-01-18,299.0,Enterprise,0
O10966,10966,2024-01-25,269.1,Enterprise,0
O10982,10982,2024-01-08,99.0,Pro,0
O10984,10984,2024-01-10,89.1,Pro,0
O10995,10995,2024-01-11,99.0,Pro,0
O10997,10997,2024-01-23,99.0,Pro,0
O10998,10998,2024-01-17,269.1,Enterprise,0
O10999,10999,2024-01-21,44.1,Basic,0
O11002,11002,2024-01-21,89.1,Pro,0
O11016,11016,2024-01-10,99.0,Pro,0
O11029,11029,2024-01-12,299.0,Enterprise,0
O11031,11031,2024-01-22,44.1,Basic,0
O11035,11035,2024-01-15,269.1,Enterprise,0
O11036,11036,2024-01-08,44.1,Basic,0
O11037,11037,2024-01-21,99.0,Pro,0
O11054,11054,2024-01-10,299.0,Enterprise,0
O11064,11064,2024-01-06,269.1,Enterprise,0
O11065,11065,2024-01-26,299.0,Enterprise,0
O11074,11074,2024-01-12,269.1,Enterprise,0
O11079,11079,2024-01-17,99.0,Pro,0
O11080,11080,2024-01-10,89.1,Pro,1
O11102,11102,2024-01-14,99.0,Pro,0
O11103,11103,2024-01-08,89.1,Pro,0
O11110,11110,2024-01-18,89.1,Pro,0
O11127,11127,2024-01-12,89.1,Pro,0
O11132,11132,2024-01-17,89.1,Pro,0
O11141,11141,2024-01-20,269.1,Enterprise,0
O11142,11142,2024-01-21,299.0,Enterprise,0
O11145,11145,2024-01-14,44.1,Basic,0
O11146,11146,2024-01-23,89.1,Pro,0
O11150,11150,2024-01-06,44.1,Basic,0
O11152,11152,2024-01-14,49.0,Basic,0
O11164,11164,2024-01-12,89.1,Pro,0
O11166,11166,2024-01-05,44.1,Basic,0
O11184,11184,2024-01-07,299.0,Enterprise,0
O11187,11187,2024-01-22,99.0,Pro,0
O11188,11188,2024-01-19,299.0,Enterprise,0
O11192,11192,2024-01-20,49.0,Basic,0
O11195,11195,2024-01-25,89.1,Pro,0
O11198,11198,2024-01-19,269.1,Enterprise,0
O11206,11206,2024-01-16,49.0,Basic,0
O11207,11207,2024-01-18,89.1,Pro,0
O11211,11211,2024-01-11,89.1,Pro,0
O11220,11220,2024-01-04,269.1,Enterprise,0
O11224,11224,2024-01-24,49.0,Basic,0
O11234,11234,2024-01-16,299.0,Enterprise,0
O11236,11236,2024-01-12,44.1,Basic,0
O11237,11237,2024-01-18,44.1,Basic,0
O11240,11240,2024-01-07,299.0,Enterprise,0
O11245,11245,2024-01-18,44.1,Basic,0
O11252,11252,2024-01-19,299.0,Enterprise,0
O11255,11255,2024-01-25,49.0,Basic,0
O11257,11257,2024-01-08,49.0,Basic,0
O11259,11259,2024-01-04,269.1,Enterprise,0
O11261,11261,2024-01-19,99.0,Pro,0
O11265,11265,2024-01-11,99.0,Pro,1
O11291,11291,2024-01-04,44.1,Basic,0
O11297,11297,2024-01-18,89.1,Pro,0
O11304,11304,2024-01-18,89.1,Pro,0
O11307,11307,2024-01-10,89.1,Pro,0
O11313,11313,2024-01-12,99.0,Pro,0
O11320,11320,2024-01-07,49.0,Basic,0
O11328,11328,2024-01-21,269.1,Enterprise,0
O11329,11329,2024-01-17,299.0,Enterprise,0
O11332,11332,2024-01-10,99.0,Pro,0
O11333,11333,2024-01-08,299.0,Enterprise,0
O11341,11341,2024-01-06,49.0,Basic,0
O11343,11343,2024-01-25,44.1,Basic,0
O11344,11344,2024-01-15,269.1,Enterprise,0
O11357,11357,2024-01-12,299.0,Enterprise,0
O11365,11365,2024-01-18,89.1,Pro,1
O11367,11367,2024-01-24,44.1,Basic,0
O11382,11382,2024-01-10,44.1,Basic,0
O11390,11390,2024-01-22,99.0,Pro,0
O11401,11401,2024-01-14,269.1,Enterprise,0
O11402,11402,2024-01-10,269.1,Enterprise,0
O11421,11421,2024-01-22,99.0,Pro,0
O11422,11422,2024-01-06,299.0,Enterprise,0
O11429,11429,2024-01-16,89.1,Pro,0
O11434,11434,2024-01-07,269.1,Enterprise,0
O11436,11436,2024-01-20,299.0,Enterprise,0
O11440,11440,2024-01-18,299.0,Enterprise,0
O11443,11443,2024-01-16,49.0,Basic,0
O11463,11463,2024-01-04,89.1,Pro,0
O11466,11466,2024-01-16,89.1,Pro,0
O11478,11478,2024-01-22,89.1,Pro,0
O11479,11479,2024-01-16,269.1,Enterprise,0
O11488,11488,2024-01-20,49.0,Basic,0
O11499,11499,2024-01-11,269.1,Enterprise,0
O11500,11500,2024-01-10,89.1,Pro,0
O11531,11531,2024-01-22,269.1,Enterprise,0
O11535,11535,2024-01-22,89.1,Pro,0
O11539,11539,2024-01-14,44.1,Basic,0
O11540,11540,2024-01-15,44.1,Basic,0
O11543,11543,2024-01-11,44.1,Basic,0
O11544,11544,2024-01-17,269.1,Enterprise,0
O11545,11545,2024-01-06,269.1,Enterprise,0
O11548,11548,2024-01-07,99.0,Pro,0
O11554,11554,2024-01-07,99.0,Pro,0
O11578,11578,2024-01-19,89.1,Pro,0
O11587,11587,2024-01-11,44.1,Basic,0
O11591,11591,2024-01-10,299.0,Enterprise,0
O11593,11593,2024-01-26,49.0,Basic,0
O11613,11613,2024-01-17,269.1,Enterprise,0
O11631,11631,2024-01-20,299.0,Enterprise,0
O11638,11638,2024-01-15,99.0,Pro,0
O11646,11646,2024-01-20,99.0,Pro,0
O11648,11648,2024-01-13,44.1,Basic,0
O11650,11650,2024-01-14,89.1,Pro,0
O11671,11671,2024-01-05,89.1,Pro,0
O11679,11679,2024-01-13,299.0,Enterprise,0
O11682,11682,2024-01-21,44.1,Basic,0
O11684,11684,2024-01-14,44.1,Basic,0
O11693,11693,2024-01-23,44.1,Basic,0
O11704,11704,2024-01-10,89.1,Pro,0
O11706,11706,2024-01-15,269.1,Enterprise,0
O11724,11724,2024-01-09,269.1,Enterprise,0
O11738,11738,2024-01-24,269.1,Enterprise,0
O11744,11744,2024-01-12,44.1,Basic,0
O11769,11769,2024-01-07,89.1,Pro,0
O11779,11779,2024-01-06,299.0,Enterprise,0
O11785,11785,2024-01-12,44.1,Basic,0
O11797,11797,2024-01-16,299.0,Enterprise,0
O11798,11798,2024-01-08,269.1,Enterprise,0
O11799,11799,2024-01-15,99.0,Pro,0
O11809,11809,2024-01-05,44.1,Basic,0
O11812,11812,2024-01-14,299.0,Enterprise,0
O11820,11820,2024-01-07,49.0,Basic,0
O11821,11821,2024-01-05,99.0,Pro,0
O11825,11825,2024-01-12,299.0,Enterprise,0
O11827,11827,2024-01-19,44.1,Basic,0
O11830,11830,2024-01-22,89.1,Pro,0
O11840,11840,2024-01-16,49.0,Basic,1
O11854,11854,2024-01-19,44.1,Basic,0
O11859,11859,2024-01-19,44.1,Basic,0
O11880,11880,2024-01-26,269.1,Enterprise,0
O11892,11892,2024-01-17,99.0,Pro,0
O11899,11899,2024-01-03,49.0,Basic,0
O11908,11908,2024-01-21,89.1,Pro,0
O11913,11913,2024-01-24,44.1,Basic,1
O11914,11914,2024-01-20,44.1,Basic,0
O11915,11915,2024-01-08,49.0,Basic,0
O11927,11927,2024-01-08,89.1,Pro,0
O11944,11944,2024-01-25,99.0,Pro,1
O11946,11946,2024-01-08,99.0,Pro,0
O11953,11953,2024-01-12,299.0,Enterprise,0
O11959,11959,2024-01-15,269.1,Enterprise,0
O11964,11964,2024-01-15,44.1,Basic,0
O11966,11966,2024-01-05,299.0,Enterprise,1
O11978,11978,2024-01-17,44.1,Basic,0
O11984,11984,2024-01-18,44.1,Basic,0
O11990,11990,2024-01-11,44.1,Basic,0
O11991,11991,2024-01-14,299.0,Enterprise,0
O12001,12001,2024-01-17,44.1,Basic,0
O12008,12008,2024-01-18,89.1,Pro,0
O12009,12009,2024-01-08,269.1,Enterprise,0
O12013,12013,2024-01-05,49.0,Basic,0
O12029,12029,2024-01-12,269.1,Enterprise,0
O12031,12031,2024-01-12,89.1,Pro,0
O12033,12033,2024-01-06,44.1,Basic,0
O12035,12035,2024-01-12,44.1,Basic,0
O12043,12043,2024-01-02,89.1,Pro,0
O12044,12044,2024-01-15,269.1,Enterprise,0
O12062,12062,2024-01-19,269.1,Enterprise,0
O12064,12064,2024-01-14,269.1,Enterprise,0
O12065,12065,2024-01-23,44.1,Basic,0
O12087,12087,2024-01-23,89.1,Pro,0
O12105,12105,2024-01-18,269.1,Enterprise,0
O12107,12107,2024-01-03,269.1,Enterprise,0
O12122,12122,2024-01-04,49.0,Basic,0
O12132,12132,2024-01-19,269.1,Enterprise,0
O12144,12144,2024-01-19,269.1,Enterprise,0
O12145,12145,2024-01-12,49.0,Basic,0
O12157,12157,2024-01-12,99.0,Pro,0
O12160,12160,2024-01-13,299.0,Enterprise,1
O12170,12170,2024-01-17,269.1,Enterprise,0
O12171,12171,2024-01-08,99.0,Pro,0
O12228,12228,2024-01-24,89.1,Pro,0
O12243,12243,2024-01-18,269.1,Enterprise,0
O12250,12250,2024-01-13,89.1,Pro,0
O12265,12265,2024-01-08,99.0,Pro,0
O12267,12267,2024-01-16,99.0,Pro,0
O12269,12269,2024-01-18,299.0,Enterprise,0
O12273,12273,2024-01-12,44.1,Basic,0
O12274,12274,2024-01-19,49.0,Basic,0
O12303,12303,2024-01-25,99.0,Pro,0
O12304,12304,2024-01-20,299.0,Enterprise,0
O12305,12305,2024-01-12,99.0,Pro,0
O12306,12306,2024-01-06,44.1,Basic,0
O12309,12309,2024-01-15,44.1,Basic,0
O12310,12310,2024-01-08,89.1,Pro,0
O12313,12313,2024-01-09,49.0,Basic,0
O12333,12333,2024-01-06,44.1,Basic,0
O12335,12335,2024-01-09,299.0,Enterprise,0
O12338,12338,2024-01-12,49.0,Basic,0
O12341,12341,2024-01-09,49.0,Basic,0
O12345,12345,2024-01-18,49.0,Basic,0
O12365,12365,2024-01-07,299.0,Enterprise,0
O12368,12368,2024-01-23,49.0,Basic,0
O12373,12373,2024-01-17,49.0,Basic,0
O12381,12381,2024-01-06,269.1,Enterprise,0
O12384,12384,2024-01-15,299.0,Enterprise,0
O12413,12413,2024-01-06,89.1,Pro,0
O12415,12415,2024-01-19,49.0,Basic,0
O12418,12418,2024-01-04,89.1,Pro,1
O12419,12419,2024-01-08,44.1,Basic,0
O12420,12420,2024-01-10,44.1,Basic,0
O12421,12421,2024-01-08,89.1,Pro,0
O12440,12440,2024-01-16,44.1,Basic,0
O12443,12443,2024-01-25,89.1,Pro,0
O12445,12445,2024-01-25,44.1,Basic,0
O12455,12455,2024-01-15,89.1,Pro,0
O12471,12471,2024-01-16,299.0,Enterprise,0
O12472,12472,2024-01-25,99.0,Pro,0
O12516,12516,2024-01-20,99.0,Pro,0
O12544,12544,2024-01-10,49.0,Basic,0
O12546,12546,2024-01-21,44.1,Basic,0
O12547,12547,2024-01-08,299.0,Enterprise,0
O12550,12550,2024-01-05,269.1,Enterprise,0
O12557,12557,2024-01-11,99.0,Pro,0
O12566,12566,2024-01-14,49.0,Basic,0
O12579,12579,2024-01-09,49.0,Basic,0
O12587,12587,2024-01-26,49.0,Basic,0
O12589,12589,2024-01-17,269.1,Enterprise,0
O12590,12590,2024-01-06,99.0,Pro,0
O12592,12592,2024-01-07,44.1,Basic,0
O12600,12600,2024-01-07,299.0,Enterprise,0
O12601,12601,2024-01-07,269.1,Enterprise,0
O12604,12604,2024-01-10,89.1,Pro,1
O12606,12606,2024-01-20,44.1,Basic,0
O12608,12608,2024-01-09,89.1,Pro,0
O12613,12613,2024-01-17,269.1,Enterprise,0
O12616,12616,2024-01-16,49.0,Basic,0
O12617,12617,2024-01-08,89.1,Pro,0
O12626,12626,2024-01-13,49.0,Basic,0
O12632,12632,2024-01-05,89.1,Pro,0
O12646,12646,2024-01-12,269.1,Enterprise,0
O12650,12650,2024-01-21,269.1,Enterprise,0
O12658,12658,2024-01-05,99.0,Pro,0
O12666,12666,2024-01-09,99.0,Pro,0
O12667,12667,2024-01-04,99.0,Pro,0
O12679,12679,2024-01-06,269.1,Enterprise,0
O12680,12680,2024-01-08,44.1,Basic,0
O12686,12686,2024-01-16,49.0,Basic,0
O12692,12692,2024-01-12,44.1,Basic,0
O12695,12695,2024-01-15,299.0,Enterprise,0
O12713,12713,2024-01-12,299.0,Enterprise,0
O12717,12717,2024-01-12,299.0,Enterprise,0
O12718,12718,2024-01-08,299.0,Enterprise,0
O12723,12723,2024-01-18,99.0,Pro,0
O12727,12727,2024-01-18,99.0,Pro,0
O12731,12731,2024-01-06,299.0,Enterprise,0
O12735,12735,2024-01-02,99.0,Pro,0
O12771,12771,2024-01-18,44.1,Basic,0
O12789,12789,2024-01-25,269.1,Enterprise,0
O12792,12792,2024-01-19,49.0,Basic,0
O12795,12795,2024-01-22,99.0,Pro,0
O12800,12800,2024-01-24,99.0,Pro,0
O12803,12803,2024-01-20,269.1,Enterprise,0
O12805,12805,2024-01-15,44.1,Basic,0
O12809,12809,2024-01-07,299.0,Enterprise,0
O12810,12810,2024-01-07,44.1,Basic,0
O12830,12830,2024-01-19,49.0,Basic,0
O12837,12837,2024-01-07,89.1,Pro,0
O12839,12839,2024-01-16,299.0,Enterprise,0
O12843,12843,2024-01-08,89.1,Pro,0
O12849,12849,2024-01-12,99.0,Pro,0
O12857,12857,2024-01-12,89.1,Pro,0
O12858,12858,2024-01-19,99.0,Pro,0
O12861,12861,2024-01-25,49.0,Basic,0
O12868,12868,2024-01-12,99.0,Pro,0
O12869,12869,2024-01-10,269.1,Enterprise,0
O12879,12879,2024-01-23,89.1,Pro,0
O12890,12890,2024-01-16,44.1,Basic,0
O12902,12902,2024-01-18,299.0,Enterprise,0
O12906,12906,2024-01-09,269.1,Enterprise,0
O12912,12912,2024-01-17,49.0,Basic,0
O12913,12913,2024-01-10,269.1,Enterprise,0
O12916,12916,2024-01-18,89.1,Pro,0
O12922,12922,2024-01-15,269.1,Enterprise,0
O12936,12936,2024-01-08,89.1,Pro,0
O12947,12947,2024-01-24,89.1,Pro,0
O12948,12948,2024-01-15,299.0,Enterprise,0
O12950,12950,2024-01-04,269.1,Enterprise,0
O12960,12960,2024-01-03,299.0,Enterprise,0
O12962,12962,2024-01-06,269.1,Enterprise,0
O12963,12963,2024-01-04,44.1,Basic,0
O12968,12968,2024-01-13,269.1,Enterprise,0
O12972,12972,2024-01-07,99.0,Pro,0
O12980,12980,2024-01-03,269.1,Enterprise,0
O12986,12986,2024-01-12,99.0,Pro,0
O12989,12989,2024-01-07,44.1,Basic,0
O13007,13007,2024-01-14,99.0,Pro,0
O13009,13009,2024-01-12,44.1,Basic,0
O13013,13013,2024-01-18,269.1,Enterprise,0
O13015,13015,2024-01-17,99.0,Pro,0
O13019,13019,2024-01-20,49.0,Basic,0
O13020,13020,2024-01-21,99.0,Pro,0
O13021,13021,2024-01-20,269.1,Enterprise,0
O13022,13022,2024-01-16,269.1,Enterprise,0
O13026,13026,2024-01-15,299.0,Enterprise,0
O13031,13031,2024-01-04,299.0,Enterprise,1
O13033,13033,2024-01-13,99.0,Pro,1
O13037,13037,2024-01-13,44.1,Basic,0
O13047,13047,2024-01-17,49.0,Basic,0
O13048,13048,2024-01-05,49.0,Basic,0
O13055,13055,2024-01-20,44.1,Basic,0
O13081,13081,2024-01-05,299.0,Enterprise,0
O13085,13085,2024-01-14,99.0,Pro,0
O13097,13097,2024-01-14,99.0,Pro,0
O13102,13102,2024-01-21,89.1,Pro,0
O13106,13106,2024-01-05,269.1,Enterprise,0
O13108,13108,2024-01-18,49.0,Basic,0
O13110,13110,2024-01-09,44.1,Basic,0
O13111,13111,2024-01-10,49.0,Basic,0
O13113,13113,2024-01-14,89.1,Pro,0
O13120,13120,2024-01-06,49.0,Basic,0
O13126,13126,2024-01-12,89.1,Pro,0
O13129,13129,2024-01-20,299.0,Enterprise,0
O13137,13137,2024-01-23,44.1,Basic,0
O13144,13144,2024-01-21,269.1,Enterprise,0
O13160,13160,2024-01-17,99.0,Pro,0
O13163,13163,2024-01-10,49.0,Basic,0
O13178,13178,2024-01-12,269.1,Enterprise,0
O13181,13181,2024-01-08,89.1,Pro,0
O13185,13185,2024-01-10,99.0,Pro,0
O13186,13186,2024-01-12,99.0,Pro,0
O13198,13198,2024-01-11,89.1,Pro,0
O13199,13199,2024-01-09,49.0,Basic,0
O13202,13202,2024-01-08,49.0,Basic,0
O13207,13207,2024-01-18,269.1,Enterprise,0
O13211,13211,2024-01-17,99.0,Pro,0
O13223,13223,2024-01-16,269.1,Enterprise,0
O13226,13226,2024-01-15,49.0,Basic,0
O13245,13245,2024-01-22,299.0,Enterprise,0
O13248,13248,2024-01-16,89.1,Pro,0
O13271,13271,2024-01-19,89.1,Pro,0
O13274,13274,2024-01-21,299.0,Enterprise,0
O13281,13281,2024-01-10,299.0,Enterprise,0
O13284,13284,2024-01-18,299.0,Enterprise,0
O13290,13290,2024-01-14,89.1,Pro,0
O13297,13297,2024-01-15,44.1,Basic,0
O13300,13300,2024-01-15,269.1,Enterprise,0
O13302,13302,2024-01-15,49.0,Basic,0
O13316,13316,2024-01-20,44.1,Basic,0
O13340,13340,2024-01-20,99.0,Pro,0
O13344,13344,2024-01-14,299.0,Enterprise,0
O13355,13355,2024-01-04,299.0,Enterprise,0
O13366,13366,2024-01-24,89.1,Pro,0
O13373,13373,2024-01-14,49.0,Basic,0
O13375,13375,2024-01-18,49.0,Basic,0
O13383,13383,2024-01-10,89.1,Pro,0
O13384,13384,2024-01-16,299.0,Enterprise,0
O13387,13387,2024-01-14,44.1,Basic,0
O13395,13395,2024-01-20,44.1,Basic,0
O13400,13400,2024-01-06,89.1,Pro,0
O13404,13404,2024-01-07,89.1,Pro,0
O13407,13407,2024-01-24,49.0,Basic,0
O13414,13414,2024-01-11,299.0,Enterprise,1
O13416,13416,2024-01-22,89.1,Pro,0
O13417,13417,2024-01-18,44.1,Basic,0
O13421,13421,2024-01-13,99.0,Pro,0
O13431,13431,2024-01-20,89.1,Pro,0
O13436,13436,2024-01-22,299.0,Enterprise,0
O13438,13438,2024-01-17,49.0,Basic,0
O13439,13439,2024-01-16,89.1,Pro,0
O13451,13451,2024-01-07,49.0,Basic,0
O13456,13456,2024-01-10,269.1,Enterprise,0
O13460,13460,2024-01-04,269.1,Enterprise,0
O13476,13476,2024-01-12,269.1,Enterprise,0
O13480,13480,2024-01-10,49.0,Basic,0
O13484,13484,2024-01-15,44.1,Basic,0
O13486,13486,2024-01-10,299.0,Enterprise,0
O13503,13503,2024-01-17,99.0,Pro,0
O13506,13506,2024-01-17,49.0,Basic,0
O13511,13511,2024-01-08,99.0,Pro,0
O13517,13517,2024-01-09,269.1,Enterprise,0
O13523,13523,2024-01-07,269.1,Enterprise,0
O13529,13529,2024-01-11,269.1,Enterprise,0
O13532,13532,2024-01-19,44.1,Basic,0
O13536,13536,2024-01-20,49.0,Basic,0
O13537,13537,2024-01-07,299.0,Enterprise,0
O13545,13545,2024-01-19,44.1,Basic,0
O13546,13546,2024-01-14,89.1,Pro,0
O13548,13548,2024-01-15,49.0,Basic,0
O13554,13554,2024-01-12,299.0,Enterprise,1
O13558,13558,2024-01-12,89.1,Pro,0
O13559,13559,2024-01-15,89.1,Pro,1
O13575,13575,2024-01-17,269.1,Enterprise,0
O13580,13580,2024-01-12,99.0,Pro,0
O13582,13582,2024-01-07,44.1,Basic,0
O13585,13585,2024-01-17,99.0,Pro,0
O13588,13588,2024-01-07,299.0,Enterprise,0
O13595,13595,2024-01-20,99.0,Pro,0
O13600,13600,2024-01-04,299.0,Enterprise,0
O13613,13613,2024-01-10,44.1,Basic,0
O13623,13623,2024-01-10,44.1,Basic,0
O13626,13626,2024-01-14,89.1,Pro,0
O13627,13627,2024-01-15,49.0,Basic,0
O13628,13628,2024-01-25,99.0,Pro,0
O13639,13639,2024-01-21,89.1,Pro,0
O13644,13644,2024-01-08,99.0,Pro,0
O13655,13655,2024-01-23,44.1,Basic,0
O13658,13658,2024-01-14,269.1,Enterprise,0
O13660,13660,2024-01-12,44.1,Basic,0
O13662,13662,2024-01-15,269.1,Enterprise,0
O13665,13665,2024-01-13,89.1,Pro,0
O13673,13673,2024-01-21,44.1,Basic,0
O13690,13690,2024-01-17,299.0,Enterprise,0
O13695,13695,2024-01-20,89.1,Pro,0
O13701,13701,2024-01-08,269.1,Enterprise,0
O13702,13702,2024-01-06,44.1,Basic,0
O13703,13703,2024-01-05,99.0,Pro,0
O13705,13705,2024-01-22,299.0,Enterprise,0
O13707,13707,2024-01-08,299.0,Enterprise,0
O13712,13712,2024-01-10,44.1,Basic,0
O13717,13717,2024-01-03,269.1,Enterprise,0
O13738,13738,2024-01-11,49.0,Basic,0
O13742,13742,2024-01-20,49.0,Basic,0
O13751,13751,2024-01-14,299.0,Enterprise,0
O13753,13753,2024-01-11,44.1,Basic,0
O13757,13757,2024-01-07,44.1,Basic,0
O13758,13758,2024-01-17,269.1,Enterprise,1
O13759,13759,2024-01-18,269.1,Enterprise,0
O13771,13771,2024-01-22,99.0,Pro,0
O13775,13775,2024-01-15,44.1,Basic,0
O13784,13784,2024-01-21,99.0,Pro,0
O13800,13800,2024-01-11,89.1,Pro,0
O13802,13802,2024-01-16,44.1,Basic,0
O13814,13814,2024-01-09,269.1,Enterprise,0
O13827,13827,2024-01-24,49.0,Basic,0
O13829,13829,2024-01-23,269.1,Enterprise,0
O13836,13836,2024-01-12,89.1,Pro,0
O13852,13852,2024-01-21,49.0,Basic,0
O13854,13854,2024-01-20,299.0,Enterprise,0
O13864,13864,2024-01-16,99.0,Pro,0
O13869,13869,2024-01-21,269.1,Enterprise,0
O13884,13884,2024-01-08,99.0,Pro,0
O13889,13889,2024-01-09,299.0,Enterprise,0
O13892,13892,2024-01-18,299.0,Enterprise,0
O13904,13904,2024-01-21,49.0,Basic,0
O13907,13907,2024-01-11,89.1,Pro,0
O13913,13913,2024-01-15,44.1,Basic,0
O13919,13919,2024-01-13,299.0,Enterprise,0
O13928,13928,2024-01-19,269.1,Enterprise,0
O13929,13929,2024-01-18,89.1,Pro,0
O13938,13938,2024-01-13,89.1,Pro,0
O13945,13945,2024-01-11,99.0,Pro,0
O13947,13947,2024-01-17,269.1,Enterprise,1
O13952,13952,2024-01-06,269.1,Enterprise,0
O13953,13953,2024-01-07,44.1,Basic,0
O13960,13960,2024-01-05,49.0,Basic,0
O13975,13975,2024-01-07,44.1,Basic,0
O13977,13977,2024-01-21,299.0,Enterprise,0
O13979,13979,2024-01-16,89.1,Pro,0
O13984,13984,2024-01-10,49.0,Basic,0
O13989,13989,2024-01-05,89.1,Pro,0
O13992,13992,2024-01-05,269.1,Enterprise,0
O13996,13996,2024-01-13,299.0,Enterprise,0
O13999,13999,2024-01-12,44.1,Basic,0
O14001,14001,2024-01-20,44.1,Basic,0
O14002,14002,2024-01-12,44.1,Basic,0
O14011,14011,2024-01-19,49.0,Basic,0
O14019,14019,2024-01-21,269.1,Enterprise,0
O14023,14023,2024-01-16,44.1,Basic,0
O14028,14028,2024-01-05,44.1,Basic,0
O14042,14042,2024-01-16,269.1,Enterprise,0
O14050,14050,2024-01-11,44.1,Basic,1
O14059,14059,2024-01-09,44.1,Basic,0
O14069,14069,2024-01-11,269.1,Enterprise,0
O14078,14078,2024-01-19,89.1,Pro,1
O14079,14079,2024-01-05,89.1,Pro,0
O14085,14085,2024-01-15,49.0,Basic,0
O14103,14103,2024-01-21,44.1,Basic,0
O14110,14110,2024-01-09,89.1,Pro,0
O14126,14126,2024-01-09,44.1,Basic,0
O14141,14141,2024-01-15,99.0,Pro,0
O14152,14152,2024-01-06,89.1,Pro,0
O14153,14153,2024-01-09,269.1,Enterprise,0
O14161,14161,2024-01-21,299.0,Enterprise,0
O14162,14162,2024-01-19,99.0,Pro,0
O14166,14166,2024-01-06,89.1,Pro,0
O14168,14168,2024-01-12,269.1,Enterprise,0
O14173,14173,2024-01-11,44.1,Basic,0
O14176,14176,2024-01-12,49.0,Basic,0
O14178,14178,2024-01-17,44.1,Basic,0
O14183,14183,2024-01-07,299.0,Enterprise,0
O14190,14190,2024-01-10,299.0,Enterprise,0
O14192,14192,2024-01-08,269.1,Enterprise,0
O14196,14196,2024-01-11,99.0,Pro,0
